,date,ResultMeasureValue,Watershed_Estimate,Remote_Estimate,ActivityStartDate,Mean_Estimate
0,2000-01-01,,0.03824499999999998,,,0.03824499999999998
1,2000-01-02,,0.04723499999999998,,,0.04723499999999998
2,2000-01-03,,0.07950499999999999,,,0.07950499999999999
3,2000-01-04,,0.04878999999999998,,,0.04878999999999998
4,2000-01-05,,0.03910999999999999,,,0.03910999999999999
5,2000-01-06,,0.05879000000000002,,,0.05879000000000002
6,2000-01-07,,0.056700000000000035,,,0.056700000000000035
7,2000-01-08,,0.06557000000000002,,,0.06557000000000002
8,2000-01-09,,0.03352999999999999,,,0.03352999999999999
9,2000-01-10,,0.05966499999999995,,,0.05966499999999995
10,2000-01-11,,0.10100500000000004,,,0.10100500000000004
11,2000-01-12,,0.04899499999999998,,,0.04899499999999998
12,2000-01-13,,0.04579499999999997,,,0.04579499999999997
13,2000-01-14,,0.04424999999999999,,,0.04424999999999999
14,2000-01-15,,0.04171999999999995,,,0.04171999999999995
15,2000-01-16,,0.04070999999999997,,,0.04070999999999997
16,2000-01-17,,0.04652000000000001,,,0.04652000000000001
17,2000-01-18,,0.05016,,,0.05016
18,2000-01-19,,0.04376999999999998,,,0.04376999999999998
19,2000-01-20,,0.04286999999999997,,,0.04286999999999997
20,2000-01-21,,0.05023000000000004,,,0.05023000000000004
21,2000-01-22,,0.05271000000000003,,,0.05271000000000003
22,2000-01-23,,0.06716000000000004,,,0.06716000000000004
23,2000-01-24,,0.05384999999999998,,,0.05384999999999998
24,2000-01-25,,0.05129000000000003,,,0.05129000000000003
25,2000-01-26,,0.05383000000000002,,,0.05383000000000002
26,2000-01-27,,0.05875000000000005,,,0.05875000000000005
27,2000-01-28,,0.05296000000000002,,,0.05296000000000002
28,2000-01-29,,0.04759999999999997,,,0.04759999999999997
29,2000-01-30,,0.04864999999999999,,,0.04864999999999999
30,2000-01-31,,0.04047999999999997,,,0.04047999999999997
31,2000-02-01,,0.043989999999999974,,,0.043989999999999974
32,2000-02-02,,0.041899999999999986,,,0.041899999999999986
33,2000-02-03,,0.04878999999999998,,,0.04878999999999998
34,2000-02-04,,0.04652999999999999,,,0.04652999999999999
35,2000-02-05,,0.048069999999999995,,,0.048069999999999995
36,2000-02-06,,0.03705999999999999,,,0.03705999999999999
37,2000-02-07,,0.04256999999999999,,,0.04256999999999999
38,2000-02-08,0.15,0.12084000000000014,,,0.12084000000000014
39,2000-02-09,,0.040975000000000004,,,0.040975000000000004
40,2000-02-10,,0.04571499999999999,,,0.04571499999999999
41,2000-02-11,,0.09251500000000004,,,0.09251500000000004
42,2000-02-12,,0.033339999999999995,,,0.033339999999999995
43,2000-02-13,,0.04783,,,0.04783
44,2000-02-14,,0.04486999999999999,,,0.04486999999999999
45,2000-02-15,,0.040184999999999985,,,0.040184999999999985
46,2000-02-16,,0.03802999999999999,,,0.03802999999999999
47,2000-02-17,,0.03797999999999999,,,0.03797999999999999
48,2000-02-18,,0.0495,,,0.0495
49,2000-02-19,,0.06491999999999996,,,0.06491999999999996
50,2000-02-20,,0.05102999999999999,,,0.05102999999999999
51,2000-02-21,,0.03581999999999999,,,0.03581999999999999
52,2000-02-22,,0.04999999999999998,,,0.04999999999999998
53,2000-02-23,,0.03690999999999996,,,0.03690999999999996
54,2000-02-24,,0.050799999999999984,,,0.050799999999999984
55,2000-02-25,,0.04545999999999997,,,0.04545999999999997
56,2000-02-26,,0.046099999999999974,,,0.046099999999999974
57,2000-02-27,,0.05739499999999997,,,0.05739499999999997
58,2000-02-28,,0.038039999999999956,,,0.038039999999999956
59,2000-02-29,,0.05098499999999996,,,0.05098499999999996
60,2000-03-01,,0.07159499999999999,,,0.07159499999999999
61,2000-03-02,,0.05801499999999998,,,0.05801499999999998
62,2000-03-03,,0.03673999999999999,,,0.03673999999999999
63,2000-03-04,,0.038225,,,0.038225
64,2000-03-05,,0.043404999999999985,,,0.043404999999999985
65,2000-03-06,,0.037004999999999955,,,0.037004999999999955
66,2000-03-07,,0.06542,,,0.06542
67,2000-03-08,,0.05439499999999997,,,0.05439499999999997
68,2000-03-09,,0.04395999999999997,,,0.04395999999999997
69,2000-03-10,,0.07567999999999997,,,0.07567999999999997
70,2000-03-11,,0.06298,,,0.06298
71,2000-03-12,,0.04341999999999998,,,0.04341999999999998
72,2000-03-13,,0.03546999999999995,,,0.03546999999999995
73,2000-03-14,,0.039495,,,0.039495
74,2000-03-15,,0.054665000000000005,,,0.054665000000000005
75,2000-03-16,,0.08229000000000003,,,0.08229000000000003
76,2000-03-17,,0.062189999999999974,,,0.062189999999999974
77,2000-03-18,,0.03565999999999997,,,0.03565999999999997
78,2000-03-19,,0.03939999999999998,,,0.03939999999999998
79,2000-03-20,,0.06489500000000001,,,0.06489500000000001
80,2000-03-21,,0.06053,,,0.06053
81,2000-03-22,,0.04493499999999997,,,0.04493499999999997
82,2000-03-23,,0.04217499999999997,,,0.04217499999999997
83,2000-03-24,,0.04790999999999996,,,0.04790999999999996
84,2000-03-25,,0.05467499999999997,,,0.05467499999999997
85,2000-03-26,,0.06002,,,0.06002
86,2000-03-27,,0.09480999999999998,,,0.09480999999999998
87,2000-03-28,,0.055059999999999956,,,0.055059999999999956
88,2000-03-29,,0.03193499999999998,,,0.03193499999999998
89,2000-03-30,,0.033834999999999976,,,0.033834999999999976
90,2000-03-31,,0.04317999999999999,,,0.04317999999999999
91,2000-04-01,,0.04834499999999998,,,0.04834499999999998
92,2000-04-02,,0.061219999999999955,,,0.061219999999999955
93,2000-04-03,,0.03956999999999999,,,0.03956999999999999
94,2000-04-04,,0.059299999999999936,,,0.059299999999999936
95,2000-04-05,,0.03523999999999997,,,0.03523999999999997
96,2000-04-06,,0.03716999999999996,,,0.03716999999999996
97,2000-04-07,,0.056059999999999964,,,0.056059999999999964
98,2000-04-08,,0.12040000000000002,,,0.12040000000000002
99,2000-04-09,,0.03996499999999997,,,0.03996499999999997
100,2000-04-10,,0.03912999999999997,,,0.03912999999999997
101,2000-04-11,,0.07104499999999996,,,0.07104499999999996
102,2000-04-12,,0.03988999999999999,,,0.03988999999999999
103,2000-04-13,,0.03339499999999998,,,0.03339499999999998
104,2000-04-14,,0.03912999999999998,,,0.03912999999999998
105,2000-04-15,,0.06787999999999997,,,0.06787999999999997
106,2000-04-16,,0.042519999999999974,,,0.042519999999999974
107,2000-04-17,,0.03975,,,0.03975
108,2000-04-18,,0.04475999999999998,,,0.04475999999999998
109,2000-04-19,,0.061860000000000005,,,0.061860000000000005
110,2000-04-20,,0.05296499999999997,,,0.05296499999999997
111,2000-04-21,,0.04394999999999999,,,0.04394999999999999
112,2000-04-22,,0.07655499999999993,,,0.07655499999999993
113,2000-04-23,,0.05370499999999999,,,0.05370499999999999
114,2000-04-24,,0.046684999999999956,,,0.046684999999999956
115,2000-04-25,,0.05809999999999996,,,0.05809999999999996
116,2000-04-26,0.02,0.03911999999999998,,,0.03911999999999998
117,2000-04-27,,0.04079999999999998,,,0.04079999999999998
118,2000-04-28,,0.03748999999999997,,,0.03748999999999997
119,2000-04-29,,0.04586999999999997,,,0.04586999999999997
120,2000-04-30,,0.04720999999999997,,,0.04720999999999997
121,2000-05-01,,0.05963499999999998,,,0.05963499999999998
122,2000-05-02,,0.05773999999999997,,,0.05773999999999997
123,2000-05-03,,0.05184999999999997,,,0.05184999999999997
124,2000-05-04,,0.05027999999999998,,,0.05027999999999998
125,2000-05-05,,0.03917999999999997,,,0.03917999999999997
126,2000-05-06,,0.045304999999999984,,,0.045304999999999984
127,2000-05-07,,0.04492999999999997,,,0.04492999999999997
128,2000-05-08,,0.04879499999999999,,,0.04879499999999999
129,2000-05-09,,0.04039999999999996,,,0.04039999999999996
130,2000-05-10,,0.07033499999999998,,,0.07033499999999998
131,2000-05-11,,0.055274999999999984,,,0.055274999999999984
132,2000-05-12,,0.04458999999999997,,,0.04458999999999997
133,2000-05-13,,0.04848999999999996,,,0.04848999999999996
134,2000-05-14,,0.036094999999999995,,,0.036094999999999995
135,2000-05-15,,0.04493499999999997,,,0.04493499999999997
136,2000-05-16,,0.04935999999999995,,,0.04935999999999995
137,2000-05-17,,0.05587999999999997,,,0.05587999999999997
138,2000-05-18,,0.04342999999999999,,,0.04342999999999999
139,2000-05-19,,0.045874999999999985,,,0.045874999999999985
140,2000-05-20,,0.12659500000000004,,,0.12659500000000004
141,2000-05-21,,0.04455499999999997,,,0.04455499999999997
142,2000-05-22,,0.05357999999999997,,,0.05357999999999997
143,2000-05-23,,0.040369999999999996,,,0.040369999999999996
144,2000-05-24,,0.03976999999999995,,,0.03976999999999995
145,2000-05-25,,0.04485999999999997,,,0.04485999999999997
146,2000-05-26,,0.04305999999999997,,,0.04305999999999997
147,2000-05-27,,0.04463999999999999,,,0.04463999999999999
